,Title,Year,AltTitleList
16176,Die Bedeutung der Färbung bei einer Anzahl von Coniferen,1904,Die Bedeutung der Färbung bei einer Anzahl von Coniferen
16177,Die Bedeutung der Färbung bei einer Anzahl von Coniferen,1905,Die Bedeutung der Färbung bei einer Anzahl von Coniferen
16178,Die Bedeutung der forstlichen Statik für die deutschen Staatsforstverwaltungen,1907,Die Bedeutung der forstlichen Statik für die deutschen Staatsforstverwaltungen
16179,Die Bedeutung der H-Ionenkonzentration in der Pathologie,1927,Die Bedeutung der H-Ionenkonzentration in der Pathologie
16180,Die Bedeutung der Handstellung und der Reizbeschaffenheit für die Lokalisation taktil dargebotener Formen,1923,Die Bedeutung der Handstellung und der Reizbeschaffenheit für die Lokalisation taktil dargebotener Formen
16181,Die Bedeutung der Mycorhiza oder Pilzwurzel,1899,Die Bedeutung der Mycorhiza oder Pilzwurzel
16182,Die Bedeutung der Myforhiza-Pilze für die gemeine Kiefer,1894,Die Bedeutung der Myforhiza-Pilze für die gemeine Kiefer
16183,Die Bedeutung der Plasmakulturen für die wissenschaftliche Medizin,1923,Die Bedeutung der Plasmakulturen für die wissenschaftliche Medizin
16184,Die Bedeutung der Rinde und des Holzes der Edelkastanie für die Lederindustrie,1917,Die Bedeutung der Rinde und des Holzes der Edelkastanie für die Lederindustrie
16185,Die Bedeutung der Xanthydrolreaktion für den mikrochemischen Nachweis des Harnstoffes in der Niere,1923,Die Bedeutung der Xanthydrolreaktion für den mikrochemischen Nachweis des Harnstoffes in der Niere
16186,Die Bedeutung der Zeit zwischen zwei Vergleichsreizen bei Bestimmung von Untersehiedsschwellen,1926,Die Bedeutung der Zeit zwischen zwei Vergleichsreizen bei Bestimmung von Untersehiedsschwellen
16187,Die Bedeutung des Eichenholzes in gerberischer Beziehung und die daraus hergestellten Eichenholzauszüge,1920,Die Bedeutung des Eichenholzes in gerberischer Beziehung und die daraus hergestellten Eichenholzauszüge
16188,Die Bedeutung des Eichenholzes in gerberischyer Beziehung und die daraus hergestellten Eichenholzauszüge,1920,Die Bedeutung des Eichenholzes in gerberischyer Beziehung und die daraus hergestellten Eichenholzauszüge
16189,Die Bedeutung des Rotwildschälschadens in Kiefernbeständen einst und jetzt,1915,Die Bedeutung des Rotwildschälschadens in Kiefernbeständen einst und jetzt
16190,"Die Bedeutung des Wasserstoffexponenten für den Kliniker, besonders den Frauenkliniker",1927,"Die Bedeutung des Wasserstoffexponenten für den Kliniker, besonders den Frauenkliniker"
16191,Die Bedeutung von “Figur” und “Grund” für die Farbenschwelle,1926,Die Bedeutung von “Figur” und “Grund” für die Farbenschwelle
16192,Die Bedeutung v. Oppels als Forstlicher Schriftsteller,1917,Die Bedeutung v. Oppels als Forstlicher Schriftsteller
16193,Die Bedeutungslosigkeit der negativen Bodenwerte,1907,Die Bedeutungslosigkeit der negativen Bodenwerte
16194,Die Bedingungen für den Verkauf der Eichengerber-Rinde in den württembergischen Staatswaldungen vom 11. Dezember 1863,1863,Die Bedingungen für den Verkauf der Eichengerber-Rinde in den württembergischen Staatswaldungen vom . Dezember 
16195,Die Beeren- und Pilznutzung als Einnahmequelle für den Staat,1921,Die Beeren- und Pilznutzung als Einnahmequelle für den Staat
16196,Die Behandlung der durch Schneebruch und Windwurf beschädigten Kiefernbestände im Gebiete des Buntsandsteines,1903,Die Behandlung der durch Schneebruch und Windwurf beschädigten Kiefernbestände im Gebiete des Buntsandsteines
16197,Die Behandlung der Kiefernproveniezfrage in Deutschland,1911,Die Behandlung der Kiefernproveniezfrage in Deutschland
16198,Die Behandlung der Syphilis mit Serum mercurialisirter Thiere,1897,Die Behandlung der Syphilis mit Serum mercurialisirter Thiere
16199,Die Behandlung feuchter Lettenböden im Walde,1911,Die Behandlung feuchter Lettenböden im Walde
16200,"Die Behandlung, Ausübung und Benutzung der Jagden. Mit Berücksichtigung der neuesten Preutzischen Jagdgesetzgebung. Herausgegeben von v. Ziegler und Klipphausen, Königl. Oberförster a. D. Berlin. Verlag von Julius Springer. 1870. Preis 20 Ngr",1870,"Die Behandlung, Ausübung und Benutzung der Jagden. Mit Berücksichtigung der neuesten Preutzischen Jagdgesetzgebung. Herausgegeben von v. Ziegler und Klipphausen, Königl. Oberförster a. D. Berlin. Verlag von Julius Springer. . Preis  Ngr"
16201,Die bei der preußischen Hauptstation des Versuchsmesens in Anwendung kommende Holzmassenermittelungs-Methode und das Urich'sche Verfahren,1897,Die bei der preußischen Hauptstation des Versuchsmesens in Anwendung kommende Holzmassenermittelungs-Methode und das Urich'sche Verfahren
16202,Die bei der Preussischen Hauptstation des Versuchswesens in Anwendung kommende Holzmassenermittelungs-Methode und das Urich'sche Verfahren,1898,Die bei der Preussischen Hauptstation des Versuchswesens in Anwendung kommende Holzmassenermittelungs-Methode und das Urich'sche Verfahren
16203,Die bei der preuszischen Hauptstation des Versuchsmesens in Anwendung kommende Holzmassenermittelungs-Methode und das Urich'sche Verfahren,1897,Die bei der preuszischen Hauptstation des Versuchsmesens in Anwendung kommende Holzmassenermittelungs-Methode und das Urich'sche Verfahren
16204,Die Bekämpfung der Forleule,1924,Die Bekämpfung der Forleule
16205,Die Bekämpfung der Kiefernblattwespe (Lophyrus pini L.) im Schwetzinger Wald mit „Forstesturmit“,1927,Die Bekämpfung der Kiefernblattwespe (Lophyrus pini L.) im Schwetzinger Wald mit „Forstesturmit“
16206,Die Bekämpfung der Kiefernschütte,1900,Die Bekämpfung der Kiefernschütte
16207,Die Bekämpfung der Kiefernschütte,1900,Die Bekämpfung der Kiefernschütte
16208,Die Bekämpfung der Kiefernschütte im Regierungsbezirke der Pfalz,1899,Die Bekämpfung der Kiefernschütte im Regierungsbezirke der Pfalz
16209,Die Bekämpfung des großen braunen Rüsselkäfers,1899,Die Bekämpfung des großen braunen Rüsselkäfers
16210,Die Bekämpfung von Rauchschäden,1914,Die Bekämpfung von Rauchschäden
16211,Die Beleihung von Waldungen,1911,Die Beleihung von Waldungen
16212,Die Beleihung von Waldungen,1911,Die Beleihung von Waldungen
16213,Die benignen Epitheliome,1914,Die benignen Epitheliome
16214,Die benignen Epitheliome,1914,Die benignen Epitheliome
16215,Die benignen Epitheliome,1914,Die benignen Epitheliome
16216,Die Benußung des Pfluges zur Vegründung von Kiefernkulturen auf schlech Sandböden,1922,Die Benußung des Pfluges zur Vegründung von Kiefernkulturen auf schlech Sandböden
16217,Die Benutzung der Holzertragstafeln zur Ermittelung des Waldertrags,1907,Die Benutzung der Holzertragstafeln zur Ermittelung des Waldertrags
16218,Die Benutzung der Schußwasse bei Ausübung des Forstschutzes,1899,Die Benutzung der Schußwasse bei Ausübung des Forstschutzes
16219,Die Benutzung der verbesserten Eckert’schen Waldpflüge im Forstkulturbetrieb,1907,Die Benutzung der verbesserten Eckert’schen Waldpflüge im Forstkulturbetrieb
16220,Die Benutzung des Pfluges zur Begründung von Kiefernkulturen auf schlechten Sandböden,1922,Die Benutzung des Pfluges zur Begründung von Kiefernkulturen auf schlechten Sandböden
16221,Die Berechnung der Durchforstungen,1896,Die Berechnung der Durchforstungen
16222,Die Berechnung der Fracht für Holz und Lorf auf den württembergischen Staatseifenbahnen,1862,Die Berechnung der Fracht für Holz und Lorf auf den württembergischen Staatseifenbahnen
16223,Die Berechnung des Waldkapitals und ihr Einfluß auf die Forstwirtschaft in Theorie und Praxis,1913,Die Berechnung des Waldkapitals und ihr Einfluß auf die Forstwirtschaft in Theorie und Praxis
16224,Die Bertilgung des Kiefernspinners betreffend,1865,Die Bertilgung des Kiefernspinners betreffend
16225,Die Beschleunigung der Keimung der Sämereien,1899,Die Beschleunigung der Keimung der Sämereien
16226,Die Beschränkung des Zuganges zum Staatsforstverwaltungsdienst im Königreich Bayern,1897,Die Beschränkung des Zuganges zum Staatsforstverwaltungsdienst im Königreich Bayern
16227,"Die Beseitigung der Waldstreunutzung. Für Land- und Forstwirthe, insbesondere auch für die Gesetzgeber. Von Karl Fischbach, fönigl. württemb. Oberförster in Rottweil am Neckar. Frankfurt bei Sauerländer 1864. 54 Seiten in gr. 80",1864,"Die Beseitigung der Waldstreunutzung. Für Land- und Forstwirthe, insbesondere auch für die Gesetzgeber. Von Karl Fischbach, fönigl. württemb. Oberförster in Rottweil am Neckar. Frankfurt bei Sauerländer .  Seiten in gr. "
16228,Die Bestandesklimatologie und ihr Einfluß aus die Biologie der Verjüngung unter Schirm und in der Gruppe,1925,Die Bestandesklimatologie und ihr Einfluß aus die Biologie der Verjüngung unter Schirm und in der Gruppe
16229,Die Bestandesklimatologie und ihr Einflutz auf die Biologie der Verjüngung unter Schirm und in der Gruppe,1925,Die Bestandesklimatologie und ihr Einflutz auf die Biologie der Verjüngung unter Schirm und in der Gruppe
16230,Die Bestandesklimatologie und ihr Einflutz auf die Biologie der Verjüngung unter Schirm und in der Gruppe,1925,Die Bestandesklimatologie und ihr Einflutz auf die Biologie der Verjüngung unter Schirm und in der Gruppe
16231,Die Besteuerung der Waldungen im Großherzogtum Hessen,1900,Die Besteuerung der Waldungen im Großherzogtum Hessen
16232,Die Besteuerung der Waldungen im Großherzogtum Hessen,1901,Die Besteuerung der Waldungen im Großherzogtum Hessen
16238,Die Bestimmung der Lecithin-Phosphorsäure in Eierlikören,1927,Die Bestimmung der Lecithin-Phosphorsäure in Eierlikören
16239,"Die Bestimmung der Umtriebszeit eines nachhaltigen Normalwaldes nach dem Holzalter, in welchem das Maximum des Bodenerwartungswertes eintritt",1896,"Die Bestimmung der Umtriebszeit eines nachhaltigen Normalwaldes nach dem Holzalter, in welchem das Maximum des Bodenerwartungswertes eintritt"
16240,Die Bestimmung des Rest-Stickstoffs zur Bewertung von Gelatine und gelatinehaltigen Produkten,1927,Die Bestimmung des Rest-Stickstoffs zur Bewertung von Gelatine und gelatinehaltigen Produkten
16241,"Die Betriebs- und Ertrags-Regulirung der Forsten. Von Dr. Karl Grebe, grotzherzl. sächs. Geheimen Oberforstrath, Director der Forsttaxations-Commission und der Forstlehranstalt zu Eisenach u. f. w. Wien 1867. Wilhelm Braumüller, f. f. Hof- und Universitätsbuchhändler. R. 2. 20",1867,"Die Betriebs- und Ertrags-Regulirung der Forsten. Von Dr. Karl Grebe, grotzherzl. sächs. Geheimen Oberforstrath, Director der Forsttaxations-Commission und der Forstlehranstalt zu Eisenach u. f. w. Wien . Wilhelm Braumüller, f. f. Hof- und Universitätsbuchhändler. R. . "
16242,Die Bewertung des landwirtschaftlich und des forstwirtschaftlich benuzten Bodens,1899,Die Bewertung des landwirtschaftlich und des forstwirtschaftlich benuzten Bodens
16243,Die Bewirtschaftung der Forstdienstländereien in Preussen,1898,Die Bewirtschaftung der Forstdienstländereien in Preussen
16244,Die Bewirtschaftung der Gemeinde- und Körperschafttswaldungen,1916,Die Bewirtschaftung der Gemeinde- und Körperschafttswaldungen
16245,Die Bewirtschaftung der nordrussischen Wälder,1912,Die Bewirtschaftung der nordrussischen Wälder
16246,Die Bewirtschaftung des Hilssandsteingebietes im Forstamtsbezirke Wenzen,1926,Die Bewirtschaftung des Hilssandsteingebietes im Forstamtsbezirke Wenzen
16247,Die Bewirtschaftung des Hilssandsteingebietes im Forstamtsbezirke Wenzen,1926,Die Bewirtschaftung des Hilssandsteingebietes im Forstamtsbezirke Wenzen
16248,Die Beziehung gewisser Sarkome zu den Angiomen,1905,Die Beziehung gewisser Sarkome zu den Angiomen
16249,Die Bildung eines Forstrservefonds im Broßherzogtum Sachfen-Weimar,1902,Die Bildung eines Forstrservefonds im Broßherzogtum Sachfen-Weimar
16250,Die Bildung eines pfälzischen Forstvereins,1869,Die Bildung eines pfälzischen Forstvereins
16251,Die Bingener 1895 er Rindenversteigerung,1895,Die Bingener  er Rindenversteigerung
16252,Die Bingener Rindenversteigerung,1896,Die Bingener Rindenversteigerung
16253,Die Bisamratte,1916,Die Bisamratte
16254,Die Bisamratte und ihre Jagd,1924,Die Bisamratte und ihre Jagd
16255,Die Blattern im Süden Australiens,1872,Die Blattern im Süden Australiens
16256,Die Blausäurevergiftung als Methode der Avitaminoseforschung,1923,Die Blausäurevergiftung als Methode der Avitaminoseforschung
16257,Die Blennorrhoe der Sexualorgane und ihre Complicationen. Nach dem neuesten wissenschaftlichen Standpunkte und zahlreichen eigenen Studien und Untersuchungen dargestellt,1894,Die Blennorrhoe der Sexualorgane und ihre Complicationen. Nach dem neuesten wissenschaftlichen Standpunkte und zahlreichen eigenen Studien und Untersuchungen dargestellt
16258,Die Blutergüsse im Gewebe der Herzklappen,1857,Die Blutergüsse im Gewebe der Herzklappen
16259,Die Blutgruppen und ihre Anwendung vor Gericht,1927,Die Blutgruppen und ihre Anwendung vor Gericht
16260,Die Blutmilchsäure bei der Gestationstoxikose (Gestose),1927,Die Blutmilchsäure bei der Gestationstoxikose (Gestose)
16261,Die Bodenbonitierung und Klassenbildung für die bayerische Grundsteuer und deren geschichtiche Entwicklung,1922,Die Bodenbonitierung und Klassenbildung für die bayerische Grundsteuer und deren geschichtiche Entwicklung
16262,Die Bodenbonitierung und Klassenbildung für die bayerische Grundsteuer und deren geschichtliche Entwicklung,1922,Die Bodenbonitierung und Klassenbildung für die bayerische Grundsteuer und deren geschichtliche Entwicklung
16263,Die Bodensonde,1902,Die Bodensonde
16264,Die Bodenwirtschaft auf der hohen Rhön und die Aufforstung der dortigen Ödflächen,1906,Die Bodenwirtschaft auf der hohen Rhön und die Aufforstung der dortigen Ödflächen
16265,Die Bodenwirtschaft auf der hohen Rhön und die Aufforstung der dortigen Ödflächen,1906,Die Bodenwirtschaft auf der hohen Rhön und die Aufforstung der dortigen Ödflächen
16266,Die Bogenabsteckung auf übersteilen GehÄngen,1917,Die Bogenabsteckung auf übersteilen GehÄngen
16267,Die Bopparder Rindenversteigerung am 15. März 1894,1894,Die Bopparder Rindenversteigerung am . März 
16268,Die braunschweigischen Forstordnungen,1913,Die braunschweigischen Forstordnungen
16269,Die Bremer Controlstrasse,1897,Die Bremer Controlstrasse
16270,Die Brennesselsammlung und ihre Bedeutung für Förster und Jäger,1918,Die Brennesselsammlung und ihre Bedeutung für Förster und Jäger
16271,Die Brennholzrechte und ihr Einfluss auf die Nutzholzausbeute,1898,Die Brennholzrechte und ihr Einfluss auf die Nutzholzausbeute
16272,Die Brennmaterialien und ihre Benützung in nächster Rücksicht auf Württemberg,1862,Die Brennmaterialien und ihre Benützung in nächster Rücksicht auf Württemberg
16273,Die Buchelmast im Jahr 1858,1858,Die Buchelmast im Jahr 
16274,Die buchene Eisenbahnschwelle,1910,Die buchene Eisenbahnschwelle
16275,Die Buchengallwespe (Cynips fagi),1857,Die Buchengallwespe (Cynips fagi)
16276,"Die Buchennutzholzausbeute im Spessart, zugleich ein Wort zu Gunsten der Rotbuche",1897,"Die Buchennutzholzausbeute im Spessart, zugleich ein Wort zu Gunsten der Rotbuche"
16277,Die Bundesratsverordnung Über die Bucheckerngewinnung und Vollzugsbestimmungen,1916,Die Bundesratsverordnung Über die Bucheckerngewinnung und Vollzugsbestimmungen
16278,Die Burckhardt- Jubiläumsstiftung,1911,Die Burckhardt- Jubiläumsstiftung
16279,Die Centralforstlehranstalt Aschaffenburg und das Forst-unterrichtswesen in Bayern überhaupt,1858,Die Centralforstlehranstalt Aschaffenburg und das Forst-unterrichtswesen in Bayern überhaupt
16280,Die Clausnitzersche Baumschlepphaube „Endlich“,1929,Die Clausnitzersche Baumschlepphaube „Endlich“
16281,Die Concurrenz der Steinkohle,1861,Die Concurrenz der Steinkohle
16282,Die dänische Buchenbestandspflege,1899,Die dänische Buchenbestandspflege
16283,Die dänische Buchenbestandspflege,1899,Die dänische Buchenbestandspflege
16284,Die Darstellung der Generationenfolge bei den Pflanzenläusen,1926,Die Darstellung der Generationenfolge bei den Pflanzenläusen
16285,Die Darstellung des normalen Altersklassenverhältnisses,1913,Die Darstellung des normalen Altersklassenverhältnisses
16286,Die deutsche Arbeiterversicherung als soziale Einrichtung,1905,Die deutsche Arbeiterversicherung als soziale Einrichtung
16287,"Die deutsche Holzzucht. Begründet auf die Eigenthümlichkeit der Forsthölzer und ihr Verhalten zu dem verschiedenen Standorte. Letztes Werk von Dr. W. Pfeil, Königl. Preuß. Oberforstrath a. Leipzig. Baumgärtners Buchhandlung 1860. 551 S",1860,"Die deutsche Holzzucht. Begründet auf die Eigenthümlichkeit der Forsthölzer und ihr Verhalten zu dem verschiedenen Standorte. Letztes Werk von Dr. W. Pfeil, Königl. Preuß. Oberforstrath a. Leipzig. Baumgärtners Buchhandlung .  S"
16288,Die diagnostische Verwerthung der Schallleitungsveränderungen des Schädels bei intra- und extracraniellen Herderkrankungen,1907,Die diagnostische Verwerthung der Schallleitungsveränderungen des Schädels bei intra- und extracraniellen Herderkrankungen
16289,Die dicke Eiche im Forstamte Ansbach,1912,Die dicke Eiche im Forstamte Ansbach
16290,Die Diensteinrichtung für die sächsischen Staatsforsten,1902,Die Diensteinrichtung für die sächsischen Staatsforsten
16291,Die Dienstwohnungen der kgl. bayer. Forstmeister,1894,Die Dienstwohnungen der kgl. bayer. Forstmeister
16292,Die Dorfordnung von Mareit in Tirol aus dem Jahre 1623,1623,Die Dorfordnung von Mareit in Tirol aus dem Jahre 
16293,Die Douglassche Sackmethode zur Bestimmung des Stoffumsatzes. Vereinfachte Versuchsberechnung mit Hilfe nomographischer Tafeln,1927,Die Douglassche Sackmethode zur Bestimmung des Stoffumsatzes. Vereinfachte Versuchsberechnung mit Hilfe nomographischer Tafeln
16294,Die Draht-Umzäunung des Fürstlich Waldeck’schen Ihier gartens bei Urolsen,1870,Die Draht-Umzäunung des Fürstlich Waldeck’schen Ihier gartens bei Urolsen
16295,Die Drahtseilriese an der Kaunerwand im Forstamte Berchtesgaden,1918,Die Drahtseilriese an der Kaunerwand im Forstamte Berchtesgaden
16296,Die Dürre des letzten Sommers im Walde,1912,Die Dürre des letzten Sommers im Walde
16297,Die Durchführung des Antrages Cörring im Etatsjahr 1908/9,1908,Die Durchführung des Antrages Cörring im Etatsjahr /
16298,Die Durchmesserschwindung von Fichten- und Buchenstammholz nach der Fällung,1928,Die Durchmesserschwindung von Fichten- und Buchenstammholz nach der Fällung
16299,Die Edelkastanie in Frankreich,1902,Die Edelkastanie in Frankreich
16300,"Die Eibe, ein aussterbender Waldbaum",1904,"Die Eibe, ein aussterbender Waldbaum"
16301,Die Eiben im Staatsmalde des oberbayerischen forstamtes Diessen a. U,1917,Die Eiben im Staatsmalde des oberbayerischen forstamtes Diessen a. U
16302,Die Eichelmastnutzung einst und jetzt,1915,Die Eichelmastnutzung einst und jetzt
16308,Die Eichenholzschätze des Spessart in Gegenwart und Zukunst,1907,Die Eichenholzschätze des Spessart in Gegenwart und Zukunst
16309,Die Eichenlohrinden-Versteigerung zu Friedberg in der Wetterau vom Jahre 1895,1895,Die Eichenlohrinden-Versteigerung zu Friedberg in der Wetterau vom Jahre 
16310,Die Eier vonButeo vulgaris,1863,Die Eier vonButeo vulgaris
16311,Die Einführung ausländischer Holzarten in die preußischen Staatsforsten unter Bismarck und anderes von John Booth,1903,Die Einführung ausländischer Holzarten in die preußischen Staatsforsten unter Bismarck und anderes von John Booth
16312,Die Einführung einheitlicher Bezeichnungen auf dem Gebiet der Holzmeßkunde,1897,Die Einführung einheitlicher Bezeichnungen auf dem Gebiet der Holzmeßkunde
16313,Die Einführung von Holzstaffeltarifen in Preußen,1906,Die Einführung von Holzstaffeltarifen in Preußen
16314,Die Einsührung des Festmeters als Rechnungseinheit,1901,Die Einsührung des Festmeters als Rechnungseinheit
16315,Die Einteilung der Verletzungen des Ohres,1929,Die Einteilung der Verletzungen des Ohres
16316,"Die Einwirkung der Laubabgabe auf die jährliche Holznutzung, oder der Nassauische Laubetat",1858,"Die Einwirkung der Laubabgabe auf die jährliche Holznutzung, oder der Nassauische Laubetat"
16317,Die Einwirkung der seit 1918 vollzogenen politischen Neugestaltung Europas aus Forstwirtschaft und Hotzhandel in den europÄischen LÄndern,1918,Die Einwirkung der seit  vollzogenen politischen Neugestaltung Europas aus Forstwirtschaft und Hotzhandel in den europÄischen LÄndern
16318,Die Einwirkung eines Buchen- und Fichtenunterbaus auf den Bodenzuftand und die Zuwachsleistung von Kiesernbestäden,1930,Die Einwirkung eines Buchen- und Fichtenunterbaus auf den Bodenzuftand und die Zuwachsleistung von Kiesernbestäden
16319,Die Einwirkung eines Buchen- und Fichtenunterbaus auf den Bodenzustand und die Zuwachsleistung von Kiefernbeständen,1930,Die Einwirkung eines Buchen- und Fichtenunterbaus auf den Bodenzustand und die Zuwachsleistung von Kiefernbeständen
16320,Die Einwirkung eines Buchen- und Fichtenunterbaus auf den Bodenzustand und die Zuwachsleistung von Kiesernbeständen,1930,Die Einwirkung eines Buchen- und Fichtenunterbaus auf den Bodenzustand und die Zuwachsleistung von Kiesernbeständen
16321,Die Einwirkung eines Buchen- und Fichtenuterbaus auf den Bodenzustand und die Zuwachsleistung von Kiefernbeständen,1930,Die Einwirkung eines Buchen- und Fichtenuterbaus auf den Bodenzustand und die Zuwachsleistung von Kiefernbeständen
16322,Die Engerlingsplage des Wildes,1897,Die Engerlingsplage des Wildes
16323,Die englische Durchforstung,1917,Die englische Durchforstung
16324,Die Enthüllung des Danckelmann-Denkmals gelegentlich der Feier des 75 jährigen Bestehens der Kgl. Preussischen Forstakademie Eberswalde,1905,Die Enthüllung des Danckelmann-Denkmals gelegentlich der Feier des  jährigen Bestehens der Kgl. Preussischen Forstakademie Eberswalde
16325,Die Entstehung der Basalzellenkrebse,1905,Die Entstehung der Basalzellenkrebse
16326,Die Entstehung des Carcinoms,1905,Die Entstehung des Carcinoms
16327,"Die Entstehung, Einrichtung und Thätigkeit der zu Passau im Jahre 1900 gegründeten „Waldbaugenossenschaft Steinberg“",1900,"Die Entstehung, Einrichtung und Thätigkeit der zu Passau im Jahre  gegründeten „Waldbaugenossenschaft Steinberg“"
16328,Die Entwendung von aufgearbeitetem holz im Wald und deren Bestrafung,1906,Die Entwendung von aufgearbeitetem holz im Wald und deren Bestrafung
16329,Die Entwendung von aufgearbeitetem Holz im Walde und deren Bestrafung,1906,Die Entwendung von aufgearbeitetem Holz im Walde und deren Bestrafung
16330,Die Entwickelung der Staatsforstwirtschaft im Königreich Sachsen,1898,Die Entwickelung der Staatsforstwirtschaft im Königreich Sachsen
16331,Die Entwickelung der Staatsforstwirtschaft im Königreich Sachsen,1898,Die Entwickelung der Staatsforstwirtschaft im Königreich Sachsen
16332,Die Entwicklung der elastischen Elemente der Arterienwand,1928,Die Entwicklung der elastischen Elemente der Arterienwand
16333,Die Entwicklung der forstwirtschaft und des Holzhandels in Elsaß-Lothringen,1919,Die Entwicklung der forstwirtschaft und des Holzhandels in Elsaß-Lothringen
16334,Die Entwicklung der Forstwirtschaft und des Holzhandels in Elsatz-Lothringen,1919,Die Entwicklung der Forstwirtschaft und des Holzhandels in Elsatz-Lothringen
16335,Die Entwicklung der Keimzellen der Rana Temporaria L,1924,Die Entwicklung der Keimzellen der Rana Temporaria L
16336,Die Entwicklung der Methoden der Holzmassenermittelung für wissenschaftliche Untersuchungen,1904,Die Entwicklung der Methoden der Holzmassenermittelung für wissenschaftliche Untersuchungen
16337,Die Entwicklung der niederlÄndischen Forstwirtschaft und Forstgesetzgebung,1923,Die Entwicklung der niederlÄndischen Forstwirtschaft und Forstgesetzgebung
16338,Die Entwicklung des Forsteinrichtungswesens in Bulgarien und seine Bedeutung für die Forst- und Holzwirtschaft des Landes,1929,Die Entwicklung des Forsteinrichtungswesens in Bulgarien und seine Bedeutung für die Forst- und Holzwirtschaft des Landes
16339,Die Entwicklung des Forsteinrichtungswesens in Bulgarien und seine Bedeutung für die Forst- und Holzwirtschaft des Landes,1929,Die Entwicklung des Forsteinrichtungswesens in Bulgarien und seine Bedeutung für die Forst- und Holzwirtschaft des Landes
16340,Die Entwicklung des forstlichen Hochsulunterrichts in österreich,1913,Die Entwicklung des forstlichen Hochsulunterrichts in österreich
16341,Die Entwicklung holzverkohlender Betriebe,1929,Die Entwicklung holzverkohlender Betriebe
16342,Die Erbacher Rindenversteigerung am 11. März 1896,1896,Die Erbacher Rindenversteigerung am . März 
16343,Die Erbacher Rindenversteigerung am 13. März 1895,1895,Die Erbacher Rindenversteigerung am . März 
16344,Die Erbacher Rindenversteigerung am 14. März 1894,1894,Die Erbacher Rindenversteigerung am . März 
16345,Die Erfahrungen mit dem Friedmannschen Tuberkulose- Heil- und Schutzmittel bei chirurgischer Tuberkulose an der Königsberger chirurgischen UniversitÄtsklinik,1923,Die Erfahrungen mit dem Friedmannschen Tuberkulose- Heil- und Schutzmittel bei chirurgischer Tuberkulose an der Königsberger chirurgischen UniversitÄtsklinik
16346,Die erfolgreiche Bekämpfung der Kiefernschütte,1899,Die erfolgreiche Bekämpfung der Kiefernschütte
16347,Die erfolgreiche Bekämpfung der Kiefernschütte,1898,Die erfolgreiche Bekämpfung der Kiefernschütte
16348,Die Ergebnisse langfristiger Ertragsversuche,1926,Die Ergebnisse langfristiger Ertragsversuche
16349,Die Erhaltung des Waldes im Gebirge,1897,Die Erhaltung des Waldes im Gebirge
16350,Die Erhaltung des Wassers als ein nutzbringendes Element für den Wald,1898,Die Erhaltung des Wassers als ein nutzbringendes Element für den Wald
16351,Die Erhaltung unserer Wildbestände,1928,Die Erhaltung unserer Wildbestände
16352,Die Erhöhung der Gehalte der Forstbeamten im Herzogthum Sachsen-Coburg,1862,Die Erhöhung der Gehalte der Forstbeamten im Herzogthum Sachsen-Coburg
16353,Die Erhöhung der Holznutzung aus den bayerischen Staatswaldungen,1908,Die Erhöhung der Holznutzung aus den bayerischen Staatswaldungen
16354,Die Ermittelung der Holzmasse in unregelmäßig bestockten Beständen,1900,Die Ermittelung der Holzmasse in unregelmäßig bestockten Beständen
16355,Die Errichtung einer Geschäftsstelle des Forstwirtschaftsrates für krigswirtschaftliche Angelegenheiten,1917,Die Errichtung einer Geschäftsstelle des Forstwirtschaftsrates für krigswirtschaftliche Angelegenheiten
16356,Die Errichtung forststatistikcher Bureaur,1869,Die Errichtung forststatistikcher Bureaur
16357,Die Errichtung forststatistischer Bureaux,1871,Die Errichtung forststatistischer Bureaux
16358,Die erste Forsteinrichtung im Spessart (i. J. 1772),1772,Die erste Forsteinrichtung im Spessart (i. J. )
16359,Die erste Prüfung für Anwärter des mittleren Privatforstdienstes,1906,Die erste Prüfung für Anwärter des mittleren Privatforstdienstes
16360,Die erste Sißung des deutschen Forstwirtschaftsrates zu Berlin von 27.–29. März 1900,1900,Die erste Sißung des deutschen Forstwirtschaftsrates zu Berlin von .–. März 
16361,Die erste Versammlung deutscher Forstmänner in Braunschweig und die Versammlung deutscher Land- und Forstwirthe,1870,Die erste Versammlung deutscher Forstmänner in Braunschweig und die Versammlung deutscher Land- und Forstwirthe
16362,Die erste Versammlung deutscher Forstmänner zu Braunschweig,1871,Die erste Versammlung deutscher Forstmänner zu Braunschweig
16363,Die ersten 12 Jahre der Diphtheriebaracke in Bethanien,1894,Die ersten  Jahre der Diphtheriebaracke in Bethanien
16364,Die Ertragsfähigkeit der badischen Domänenhochwaldungen,1908,Die Ertragsfähigkeit der badischen Domänenhochwaldungen
16365,Die Ertragsregelung im Hochwald auf waldbaulicher Grundlage,1915,Die Ertragsregelung im Hochwald auf waldbaulicher Grundlage
16366,Die Erziehung der Bestände in lockerem Kronenschlusse,1917,Die Erziehung der Bestände in lockerem Kronenschlusse
16367,Die Erziehung der Bestände in lockerem Kronenschlusse,1917,Die Erziehung der Bestände in lockerem Kronenschlusse
